Title,Name [personal] (Creator),Name [personal] (Addressee),Place of Origin,Date Created,Subject - Topic,Subject - Geographic,Subject - Name [personal],Subject - Name [corporate],Abstract (Description),Biographical Information,Contributing Repository
"Letter from John Merritt to Thomas Merritt and Family, 1864 August 9","Merritt, John","Merritt, Thomas",Harpers Ferry (W. Va.),1864-08-09,Soldiers--Family relationships--New York (State); Prisoners of war--United States.,"Harpers Ferry (W. Va.)--History--Civil War, 1861-1865","Sheridan, Philip Henry, 1831-1888; Grant, Ulysses S. (Ulysses Simpson), 1822-1885","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt says that they are expecting to fight a big battle soon. He says that General Grant met with General Sheridan at the camp, and Merritt hopes that this will be the last campaign.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1864 August 25","Merritt, John","Merritt, Thomas",Harpers Ferry (W. Va.),1864-08-25,Soldiers--Family relationships--New York (State); Tobacco use--United States; Prisoners of war--United States; Draft--United States.,"Harpers Ferry (W. Va.)--History--Civil War, 1861-1865",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Recruiting, enlistment, etc.",Merritt tells of heavy skirmishing and laments his lack of tobacco. He worries that many regiments' enlistments will expire in the fall causing a lack of soldiers.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1864 September 9","Merritt, John","Merritt, Thomas",Berryville (Va.),1864-09-09,Soldiers--Family relationships--New York (State); Tobacco use--United States; Whiskey--United States; Guerrillas--Confederate States of America; Operational rations (Military supplies)--United States.,"Berryville (Va.)--History--Civil War, 1861-1865","Sheridan, Philip Henry, 1831-1888","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt describes General Sheridan's strategy to avoid a pitched battle. He describes how they eat the hard tack rations by dipping them in water and toasting them to make the hard tack ""taste just like new baked bread.""","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1864 October 7","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1864-10-07,Soldiers--Family relationships--New York (State); War wounds--United States; Presidents--United States--Election--1864; Copperhead movement.,"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals; United States--History--Civil War, 1861-1865--Health aspects","Lincoln, Abraham, 1809-1865; McClellan, George B. (George Brinton), 1826-1885","United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Medical examinations; United States. Army--Transport of sick and wounded.","Merritt, injured at the Third Battle of Winchester, says that he has not received any letters from his family and says he needs money because he has lost everything. He describes his leg injury and recuperation in the hospital. He discusses his desire to vote for Lincoln and condemns McClellan and the Copperheads.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1864 October 9","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1864-10-09,Soldiers--Family relationships--New York (State); War wounds--United States.,"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Surgeons.",Merritt tells his family that his leg is not in danger of amputation. He says the doctor must send a Descriptive List to his company before he can get paid.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 February 18","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1865-02-18,Soldiers--Family relationships--New York (State); Military passes.,"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals; Albany (N.Y.)--History--Civil War, 1861-1865; New York (N.Y.)--History--Civil War, 1861-1865; Jersey City (N.J.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Casualties",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Guard duty; United States. Army--Sanitary affairs.","Merritt describes his duties at the hospital. He says he heard that only one soldier in his company was not killed or wounded in the battle on October 19, 1864 (Battle of Cedar Creek).","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 March 12","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1865-03-12,Soldiers--Family relationships--New York (State),"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals","Sherman, William T. (William Tecumseh), 1820-1891","United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Pay, allowances, etc.",Merritt asks his sister to get Mary Stevenson to write to him. He says he heard that Sherman was successful in a recent battle.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 March 19","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1865-03-19,Soldiers--Family relationships--New York (State); Military passes.,"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Sanitary affairs.","Merritt tells his family that he has a bad cough and cold, and that he has not been paid yet. He describes his work as a ward foreman at the hospital, and he says he will likely be sent back to his regiment in April.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 March 23","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1865-03-23,Soldiers--Family relationships--New York (State); War wounds--United States; Portrait photography--Pennsylvania.,"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Transport of sick and wounded.","Merritt says that the hospital is being cleared out, and that they are sending all the ""one legged men of to another hospital."" He complains of the pain and stiffness still present in his leg.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 March 23","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1865-03-23,Soldiers--Family relationships--New York (State),"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Sanitary affairs","Merritt further discusses the issues with his pay, but he says the Ward Master has sent his Descriptive List.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 April 1","Merritt, John","Merritt, Thomas",Philadelphia (Pa.),1865-04-01,Soldiers--Family relationships--New York (State),"Philadelphia (Pa.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Hospitals; Petersburg (Va.)--History--Civil War, 1861-1865; Boydton Plank Road, Battle of, Va., 1864","Sheridan, Philip Henry, 1831-1888","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt says that he has heard of the recent Union victory at Hatcher's Run (Battle of White Oak Road) and praises the ""Gallant"" General Sheridan who will ""show them how to destroy property and railroad[.]"" Merritt says that the XIX Corps has been discontinued and wants to be with his regiment when they are mustered out of the Army.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1865 June 3","Merritt, John","Merritt, Thomas",Washington (D.C.),1865-06-03,Soldiers--Family relationships--New York (State); War wounds--United States; Military discharge--United States.,"Washington (D.C.)--History--Civil War, 1861-1865; Norwich (N.Y.)--History--Civil War, 1861-1865; Savannah (Ga.)--History--Civil War, 1861-1865","Lincoln, Abraham, 1809-1865; Sheridan, Philip Henry, 1831-1888","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt says that his regiment will be mustered out in Washington, but that they will not be discharged until they reach Chenango County, New York. He says that the men with time left in their enlistments are being sent to Savannah, and says that he read in the newspaper that the Union soldiers would be allowed to keep their weapons after discharge as a ""well earned trophy of war[.]""","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Perry Smith, 1865 May 4","Merritt, John","Smith, Perry",Washington (D.C.),1865-05-04,Soldiers--Family relationships--New York (State),"Washington (D.C.)--History--Civil War, 1861-1865",,"United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt asks Perry Smith to give his father $75 so that his brother will not enlist again. He says he hopes to be home soon, as the war is nearly over.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Mrs. Sarah, 1867 December 9","Merritt, John",,,1867-12-09,Jews--History; Bible--Study and teaching; Job offers--New York (State),,,,"Merritt writes to ""Mrs. Sarah"" saying that he is in good health but has not received any desirable job offers. He says that he is reading a history of the Jews along with the Bible to make connections. He wishes that he could afford more books and proposes starting a reading group for self-improvement.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to ""Friend"", 1868 June 27","Merritt, John",,,1868-06-27,School buildings--New York (State); Teaching--New York (State),,,,"Merritt writes to ""Dear Friend"" discussing teaching and the building of a new schoolhouse. He says he feels an uneasiness and a loss of identity.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from M. Wilson to ""Cousin"", 1868 September 9",,,Serena (Ill.),1868-09-06,Copperhead movement; Presidents--United States--Election--1868.,Serena (Ill.),"Grant, Ulysses S. (Ulysses Simpson), 1822-1885; Logan, John Alexander, 1826-1886",,"M. Wilson writes to ""Dear Cousin"" discussing Illinois and national politics saying: ""I am no lover of the Copperhead Party, but I am for Gen. Grant all the time and I shall vote just as I fought.""","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to ""Sister"", 1872 September 13","Merritt, John",,Erieville (N.Y.),1872-09-13,Hops--Harvesting.,Erieville (N.Y.),,,"John and Hattie Merritt write to ""Dear Sister"" to discuss family news and picking hops.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to ""Sister"", 1872 September 15","Merritt, John",,Westerly (R.I.),1872-09-15,Hops--Harvesting; Prosthesis; Uterus--Diseases.,Westerly (R.I.),,,"John and Hattie Merritt write to ""Sarah"" to discuss family news. They say that they have heard that mother was sick. They propose that she gets a pessary: ""one of those female supporters to wear in the womb to keep all things in their proper places[.]""","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John and Hattie Merritt to ""Sister"", 1873 June 1","Merritt, John; Merritt, Hattie",,Hinsdale (N.Y.),1873-06-01,Travel costs--United States; Food prices--United States.,Hinsdale (N.Y.),,,"Eli and Mary Laird write to ""Sister Sarah"" asking her and the family to visit them. They describe the prices of food, dresses, and carpets.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from Eli and Mary Laird to ""Brother and Sister"", 1874 October 11","Laird, Eli; Laird, Mary",,Utica (N.Y.),1874-10-11,Food prices--New York (State),Utica (N.Y.),,"United States. Army. New York Infantry Regiment, 114th (1862-1865)","Letter from ""Your Brother"" to ""Brother and Sister"" describing the cost of peaches, an outbreak of smallpox, and work stoppage at a cotton mill.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"John Merritt Diary Entry, 1862","Merritt, John",,Baltimore (Md.),1862,Soldiers--Family relationships--New York (State),"Baltimore (Md.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); Atlantic (Ship : 1850-1871); Morris (Ship); United States. Navy.",Merritt describes part of the journey by sea from Baltimore to Fort Monroe. He tells of the boarding of the steamship Atlantic and the difficulties getting the overloaded ships out of Baltimore Bay.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Envelope addressed to Mr. Thomas Merritt, Madison N.Y., [1863 January 2]","Merritt, John","Merritt, Thomas",New Orleans (La.),[1863-01-02],Soldiers--Family relationships--New York (State),"New Orleans (La.)--History--Civil War, 1861-1865",,"United States. Army. New York Infantry Regiment, 114th (1862-1865)",Envelope addressed to Mr. Thomas Merritt,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Envelope addressed to Mr. Thomas Merritt, Madison N.Y., undated","Merritt, John","Merritt, Thomas",,Circa 1862,Soldiers--Family relationships--New York (State),,,"United States. Army. New York Infantry Regiment, 114th (1862-1865)",Envelope addressed to Mr. Thomas Merritt,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to ""Brother"", undated","Merritt, John",,[Fort Monroe (Va.)],[1862],Soldiers--Family relationships--New York (State),"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865)",Merritt says they will likely stay at Fort Monroe for a week and describes the military forces preparing for the expedition.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter to ""Fred"", undated","Merritt, John",,,Circa 1861-1865,Soldiers--Family relationships--New York (State); Soldiers--Confederate States of America.,,,"United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt writes to ""Fred"" saying that he will send a ring he bought from wounded Rebel soldiers and wishes everyone a happy New Year.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, undated","Merritt, John","Merritt, Thomas",[Fort Monroe (Va.)],[1862],Soldiers--Family relationships--New York (State),Fort Monroe (Va.),,"United States. Army. New York Infantry Regiment, 114th (1862-1865)","Part of a letter from John Merritt to his family. He discusses camp life, living on a boat, and his regiment's possible movement to Pensacola.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
